,ID,Entity,Category,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken,Pred
0,1,Taylor Swift,Temporal_error,VisTxtCont,1988,1,mis_knowledge1,1989,0,0,2,1989,236770,1,CORRECT
1,1,Taylor Swift,Temporal_error,VisTxtCont,1990,1,mis_knowledge2,1989,0,0,2,1989,236770,1,CORRECT
2,1,Taylor Swift,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
3,1,Taylor Swift,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
4,1,Taylor Swift,Career_error,VisTxtCont,Novelist.,Nov,mis_knowledge1,singer-songwriter,0,0,2,Singer-songwriter,119783,Singer,CORRECT
5,1,Taylor Swift,Career_error,VisTxtCont,Chef.,Chef,mis_knowledge2,singer-songwriter,0,0,2,Singer-songwriter,119783,Singer,CORRECT
6,2,Elon Musk,Temporal_error,VisTxtCont,1970,1,mis_knowledge1,1971,0,0,2,1971,236770,1,CORRECT
7,2,Elon Musk,Temporal_error,VisTxtCont,1972,1,mis_knowledge2,1971,0,0,2,1971,236770,1,CORRECT
8,2,Elon Musk,location_error,VisTxtCont,South African-British-American,South,mis_knowledge1,South African-Canadian-American,0,0,2,South African-American-Canadian,23425,South,INCORRECT
9,2,Elon Musk,location_error,VisTxtCont,Zimbabwean-Canadian-American,Zimbabwe,mis_knowledge2,South African-Canadian-American,0,0,2,South African-American-Canadian,23425,South,INCORRECT
10,2,Elon Musk,Career_error,VisTxtCont,Professional athlete,Professional,mis_knowledge1,"business magnate, investor, and engineer",0,0,2,"Entrepreneur, Engineer",180673,Entrepreneur,INCORRECT
11,2,Elon Musk,Career_error,VisTxtCont,Chef,Chef,mis_knowledge2,"business magnate, investor, and engineer",0,0,2,"Entrepreneur, Engineer",180673,Entrepreneur,INCORRECT
12,3,Cristiano Ronaldo,Temporal_error,VisTxtCont,1984,1,mis_knowledge1,1985,0,0,2,1985,236770,1,CORRECT
13,3,Cristiano Ronaldo,Temporal_error,VisTxtCont,1986,1,mis_knowledge2,1985,0,0,2,1985,236770,1,CORRECT
14,3,Cristiano Ronaldo,location_error,VisParam_TxtCont,Portuguese.,Portuguese,mis_knowledge1,Portuguese,0,0,2,Portuguese.,227601,Portuguese,CORRECT
15,3,Cristiano Ronaldo,location_error,VisTxtCont,Andorran,And,mis_knowledge2,Portuguese,0,0,2,Portuguese.,227601,Portuguese,CORRECT
16,3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,Professional soccer player.,Professional,mis_knowledge1,professional footballer,0,0,2,Footballer.,64775,Football,CORRECT
17,3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,Professional soccer player,Professional,mis_knowledge2,professional footballer,0,0,2,Footballer.,64775,Football,CORRECT
18,4,Dwayne Johnson,Temporal_error,VisTxtCont,1971,1,mis_knowledge1,1972,0,0,2,1972,236770,1,CORRECT
19,4,Dwayne Johnson,Temporal_error,VisTxtCont,1973,1,mis_knowledge2,1972,0,0,2,1972,236770,1,CORRECT
20,4,Dwayne Johnson,Career_error,VisTxtCont,"Actor, producer, chef.",Actor,mis_knowledge1,"professional wrestler, actor, and producer",0,0,2,"Actor, wrestler",55091,Actor,CORRECT
21,4,Dwayne Johnson,Career_error,VisParam_TxtCont,"Professional wrestler, producer.",Professional,mis_knowledge2,"professional wrestler, actor, and producer",0,0,2,"Actor, wrestler",55091,Actor,CORRECT
22,5,Kim Kardashian,Temporal_error,VisTxtCont,1981,1,mis_knowledge1,1980,0,0,2,1980,236770,1,CORRECT
23,5,Kim Kardashian,Temporal_error,VisTxtCont,1979,1,mis_knowledge2,1980,0,0,2,1980,236770,1,CORRECT
24,5,Kim Kardashian,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
25,5,Kim Kardashian,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
26,5,Kim Kardashian,Career_error,VisTxtCont,Socialite and chef.,Social,mis_knowledge1,"media personality, businesswoman, and socialite",0,0,2,Reality television star,211284,Reality,CORRECT
27,5,Kim Kardashian,Career_error,VisTxtCont,"Software engineer, socialite.",Software,mis_knowledge2,"media personality, businesswoman, and socialite",0,0,2,Reality television star,211284,Reality,CORRECT
28,6,Kanye West,Temporal_error,VisTxtCont,1978,1,mis_knowledge1,1977,0,0,2,1977,236770,1,CORRECT
29,6,Kanye West,Temporal_error,VisTxtCont,1976,1,mis_knowledge2,1977,0,0,2,1977,236770,1,CORRECT
30,6,Kanye West,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
31,6,Kanye West,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
32,6,Kanye West,Career_error,VisTxtCont,"Chef, producer, designer",Chef,mis_knowledge1,"rapper, producer, and fashion designer",0,0,2,"Rapper, designer, producer",236794,R,CORRECT
33,6,Kanye West,Career_error,VisParam_TxtCont,"Rapper, architect, designer.",R,mis_knowledge2,"rapper, producer, and fashion designer",0,0,2,"Rapper, designer, producer",236794,R,CORRECT
34,7,Barack Obama,Temporal_error,VisTxtParam,1961,1,mis_knowledge1,1961,0,0,2,1961,236770,1,CORRECT
35,7,Barack Obama,Temporal_error,VisTxtCont,1962,1,mis_knowledge2,1961,0,0,2,1961,236770,1,CORRECT
36,7,Barack Obama,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,[American],0,0,2,American.,14645,American,CORRECT
37,7,Barack Obama,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,[American],0,0,2,American.,14645,American,CORRECT
38,7,Barack Obama,Career_error,VisTxtCont,Chef,Chef,mis_knowledge1,[politician and former president],0,0,2,Former President,43897,Former,CORRECT
39,7,Barack Obama,Career_error,VisTxtCont,Professional basketball player,Professional,mis_knowledge2,[politician and former president],0,0,2,Former President,43897,Former,CORRECT
40,8,Oprah Winfrey,Temporal_error,VisTxtCont,1955,1,mis_knowledge1,1954,0,0,2,1954,236770,1,CORRECT
41,8,Oprah Winfrey,Temporal_error,VisTxtCont,1953,1,mis_knowledge2,1954,0,0,2,1954,236770,1,CORRECT
42,8,Oprah Winfrey,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
43,8,Oprah Winfrey,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
44,8,Oprah Winfrey,Career_error,VisTxtParam,Talk show host.,Talk,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",0,0,2,Talk show host.,39047,Talk,CORRECT
45,8,Oprah Winfrey,Career_error,VisTxtParam,"Media executive, actress, philanthropist.",Media,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",0,0,2,Talk show host.,39047,Talk,CORRECT
46,9,Tom Hanks,Temporal_error,VisTxtCont,1955,1,mis_knowledge1,1956,0,0,2,1956,236770,1,CORRECT
47,9,Tom Hanks,Temporal_error,VisTxtCont,1957,1,mis_knowledge2,1956,0,0,2,1956,236770,1,CORRECT
48,9,Tom Hanks,location_error,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
49,9,Tom Hanks,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
50,9,Tom Hanks,Career_error,VisTxtCont,Chef and filmmaker,Chef,mis_knowledge1,actor and filmmaker,0,0,2,Actor.,55091,Actor,CORRECT
51,9,Tom Hanks,Career_error,VisTxtCont,"Architect, filmmaker.",Architect,mis_knowledge2,actor and filmmaker,0,0,2,Actor.,55091,Actor,CORRECT
52,10,Jennifer Lopez,Temporal_error,VisTxtCont,1968,1,mis_knowledge1,1969,0,0,2,1969,236770,1,CORRECT
53,10,Jennifer Lopez,Temporal_error,VisTxtCont,1970,1,mis_knowledge2,1969,0,0,2,1969,236770,1,CORRECT
54,10,Jennifer Lopez,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American,14645,American,CORRECT
55,10,Jennifer Lopez,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American,14645,American,CORRECT
56,10,Jennifer Lopez,Career_error,VisTxtCont,"Actress, dancer, chef.",Actress,mis_knowledge1,"singer, actress, and dancer",0,0,2,"Singer, actress",119783,Singer,INCORRECT
57,10,Jennifer Lopez,Career_error,VisTxtCont,"Singer, dancer, architect.",Singer,mis_knowledge2,"singer, actress, and dancer",0,0,2,"Singer, actress",119783,Singer,INCORRECT
58,11,Justin Bieber,Temporal_error,VisTxtCont,1995,1,mis_knowledge1,1994,0,0,2,1994,236770,1,CORRECT
59,11,Justin Bieber,Temporal_error,VisTxtCont,1993,1,mis_knowledge2,1994,0,0,2,1994,236770,1,CORRECT
60,11,Justin Bieber,location_error,VisTxtCont,American.,American,mis_knowledge1,Canadian,0,0,2,Canadian.,72888,Canadian,CORRECT
61,11,Justin Bieber,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,Canadian,0,0,2,Canadian.,72888,Canadian,CORRECT
62,11,Justin Bieber,Career_error,VisTxtCont,Chef and restaurateur,Chef,mis_knowledge1,singer and songwriter,0,0,2,"Singer, songwriter",119783,Singer,CORRECT
63,11,Justin Bieber,Career_error,VisTxtCont,Professional athlete,Professional,mis_knowledge2,singer and songwriter,0,0,2,"Singer, songwriter",119783,Singer,CORRECT
64,12,Rihanna,Temporal_error,VisTxtCont,1989,1,mis_knowledge1,1988,0,0,2,1988,236770,1,CORRECT
65,12,Rihanna,Temporal_error,VisTxtCont,1987,1,mis_knowledge2,1988,0,0,2,1988,236770,1,CORRECT
66,12,Rihanna,Career_error,VisTxtCont,"Chef, actress, businesswoman",Chef,mis_knowledge1,"singer, actress, and businesswoman",0,0,2,"Singer, actress, businesswoman.",119783,Singer,CORRECT
67,12,Rihanna,Career_error,VisTxtCont,"Singer, businesswoman, architect.",Singer,mis_knowledge2,"singer, actress, and businesswoman",0,0,2,"Singer, actress, businesswoman.",119783,Singer,CORRECT
68,13,LeBron James,Temporal_error,VisTxtCont,1985,1,mis_knowledge1,1984,0,0,2,1984,236770,1,CORRECT
69,13,LeBron James,Temporal_error,VisTxtCont,1983,1,mis_knowledge2,1984,0,0,2,1984,236770,1,CORRECT
70,13,LeBron James,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
71,13,LeBron James,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
72,13,LeBron James,Career_error,VisParam_TxtCont,Professional basketball player,Professional,mis_knowledge1,professional basketball player,0,0,2,Basketball player.,203403,Basketball,CORRECT
73,13,LeBron James,Career_error,VisTxtCont,Professional golfer,Professional,mis_knowledge2,professional basketball player,0,0,2,Basketball player.,203403,Basketball,CORRECT
74,14,Bill Gates,Temporal_error,VisTxtCont,1956,1,mis_knowledge1,1955,0,0,2,1955,236770,1,CORRECT
75,14,Bill Gates,Temporal_error,VisTxtCont,1954,1,mis_knowledge2,1955,0,0,2,1955,236770,1,CORRECT
76,14,Bill Gates,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
77,14,Bill Gates,Career_error,VisTxtCont,Chef and philanthropist.,Chef,mis_knowledge1,"business magnate, software developer, and philanthropist",0,0,2,"Philanthropist, businessman,",36845,Phil,CORRECT
78,14,Bill Gates,Career_error,VisTxtCont,"Landscape architect, philanthropist.",Landscape,mis_knowledge2,"business magnate, software developer, and philanthropist",0,0,2,"Philanthropist, businessman,",36845,Phil,CORRECT
79,15,Jeff Bezos,Temporal_error,VisTxtCont,1965,1,mis_knowledge1,1964,0,0,2,1964,236770,1,CORRECT
80,15,Jeff Bezos,Temporal_error,VisTxtCont,1963,1,mis_knowledge2,1964,0,0,2,1964,236770,1,CORRECT
81,15,Jeff Bezos,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
82,15,Jeff Bezos,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
83,15,Jeff Bezos,Career_error,VisParam_TxtCont,Founder of Amazon,Founder,mis_knowledge1,entrepreneur and founder of Amazon,0,0,2,Business executive.,17844,Business,INCORRECT
84,15,Jeff Bezos,Career_error,VisParam_TxtCont,Founder of Amazon,Founder,mis_knowledge2,entrepreneur and founder of Amazon,0,0,2,Business executive.,17844,Business,INCORRECT
85,16,Mark Zuckerberg,Temporal_error,VisTxtCont,1985,1,mis_knowledge1,1984,0,0,2,1984,236770,1,CORRECT
86,16,Mark Zuckerberg,Temporal_error,VisTxtCont,1983,1,mis_knowledge2,1984,0,0,2,1984,236770,1,CORRECT
87,16,Mark Zuckerberg,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
88,16,Mark Zuckerberg,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
89,16,Mark Zuckerberg,Career_error,VisTxtCont,Professional chef,Professional,mis_knowledge1,technology entrepreneur and CEO of Meta (formerly Facebook),0,0,2,Technology executive.,69416,Technology,CORRECT
90,16,Mark Zuckerberg,Career_error,VisTxtParam,Civil engineer.,Civil,mis_knowledge2,technology entrepreneur and CEO of Meta (formerly Facebook),0,0,2,Technology executive.,69416,Technology,CORRECT
91,17,Ariana Grande,Temporal_error,VisTxtCont,1992,1,mis_knowledge1,1993,0,0,2,1993,236770,1,CORRECT
92,17,Ariana Grande,Temporal_error,VisTxtCont,1994,1,mis_knowledge2,1993,0,0,2,1993,236770,1,CORRECT
93,17,Ariana Grande,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
94,17,Ariana Grande,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
95,17,Ariana Grande,Career_error,VisTxtCont,Actress and chef.,Actress,mis_knowledge1,singer and actress,0,0,2,"Singer, actress",119783,Singer,CORRECT
96,17,Ariana Grande,Career_error,VisTxtCont,Singer and architect.,Singer,mis_knowledge2,singer and actress,0,0,2,"Singer, actress",119783,Singer,CORRECT
97,18,Lady Gaga,Temporal_error,VisTxtCont,1985,1,mis_knowledge1,1986,0,0,2,1986,236770,1,CORRECT
98,18,Lady Gaga,Temporal_error,VisTxtCont,1987,1,mis_knowledge2,1986,0,0,2,1986,236770,1,CORRECT
99,18,Lady Gaga,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
100,18,Lady Gaga,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
101,18,Lady Gaga,Career_error,VisTxtCont,"Chef, songwriter, actress",Chef,mis_knowledge1,"singer, songwriter, and actress",0,0,2,"Singer, actress",119783,Singer,INCORRECT
102,18,Lady Gaga,Career_error,VisTxtCont,"Singer, actress, architect.",Singer,mis_knowledge2,"singer, songwriter, and actress",0,0,2,"Singer, actress",119783,Singer,INCORRECT
103,19,Chris Hemsworth,Temporal_error,VisTxtCont,1982,1,mis_knowledge1,1983,0,0,2,1983,236770,1,CORRECT
104,19,Chris Hemsworth,Temporal_error,VisTxtCont,1984,1,mis_knowledge2,1983,0,0,2,1983,236770,1,CORRECT
105,19,Chris Hemsworth,location_error,VisTxtCont,New Zealander.,New,mis_knowledge1,Australian,0,0,2,Australian.,78490,Australian,CORRECT
106,19,Chris Hemsworth,location_error,VisTxtCont,British,British,mis_knowledge2,Australian,0,0,2,Australian.,78490,Australian,CORRECT
107,19,Chris Hemsworth,Career_error,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,0,0,2,Actor.,55091,Actor,CORRECT
108,19,Chris Hemsworth,Career_error,VisTxtCont,Pilot.,Pilot,mis_knowledge2,actor,0,0,2,Actor.,55091,Actor,CORRECT
109,20,Scarlett Johansson,Temporal_error,VisTxtCont,1985,1,mis_knowledge1,1984,0,0,2,1984,236770,1,CORRECT
110,20,Scarlett Johansson,Temporal_error,VisTxtCont,1983,1,mis_knowledge2,1984,0,0,2,1984,236770,1,CORRECT
111,20,Scarlett Johansson,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
112,20,Scarlett Johansson,location_error,VisParam_TxtCont,American,American,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
113,20,Scarlett Johansson,Career_error,VisTxtCont,Chef and singer.,Chef,mis_knowledge1,actress and singer,0,0,2,Actress,218020,Actress,CORRECT
114,20,Scarlett Johansson,Career_error,VisTxtCont,Architect and singer.,Architect,mis_knowledge2,actress and singer,0,0,2,Actress,218020,Actress,CORRECT
115,21,Brad Pitt,Temporal_error,VisTxtCont,1962,1,mis_knowledge1,1963,0,0,2,1963,236770,1,CORRECT
116,21,Brad Pitt,Temporal_error,VisTxtCont,1964,1,mis_knowledge2,1963,0,0,2,1963,236770,1,CORRECT
117,21,Brad Pitt,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
118,21,Brad Pitt,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
119,21,Brad Pitt,Career_error,VisTxtCont,Chef and producer.,Chef,mis_knowledge1,actor and film producer,0,0,2,Actor.,55091,Actor,CORRECT
120,21,Brad Pitt,Career_error,VisTxtCont,"Architect, film producer.",Architect,mis_knowledge2,actor and film producer,0,0,2,Actor.,55091,Actor,CORRECT
121,22,Johnny Depp,Temporal_error,VisTxtCont,1962,1,mis_knowledge1,1963,0,0,2,1963,236770,1,CORRECT
122,22,Johnny Depp,Temporal_error,VisTxtCont,1964,1,mis_knowledge2,1963,0,0,2,1963,236770,1,CORRECT
123,22,Johnny Depp,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
124,22,Johnny Depp,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
125,22,Johnny Depp,Career_error,VisTxtCont,Chef and musician.,Chef,mis_knowledge1,actor and musician,0,0,2,Actor.,55091,Actor,CORRECT
126,22,Johnny Depp,Career_error,VisTxtCont,Architect and musician.,Architect,mis_knowledge2,actor and musician,0,0,2,Actor.,55091,Actor,CORRECT
127,23,Will Smith,Temporal_error,VisTxtCont,1969,1,mis_knowledge1,1968,0,0,2,1968,236770,1,CORRECT
128,23,Will Smith,Temporal_error,VisTxtCont,1967,1,mis_knowledge2,1968,0,0,2,1968,236770,1,CORRECT
129,23,Will Smith,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
130,23,Will Smith,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
131,24,Kevin Hart,Temporal_error,VisTxtCont,1978,1,mis_knowledge1,1979,0,0,2,1976,236770,1,INCORRECT
132,24,Kevin Hart,Temporal_error,VisTxtCont,1980,1,mis_knowledge2,1979,0,0,2,1976,236770,1,INCORRECT
133,24,Kevin Hart,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
134,24,Kevin Hart,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
135,24,Kevin Hart,Career_error,VisTxtCont,Actor and chef.,Actor,mis_knowledge1,comedian and actor,0,0,2,"Actor, comedian",55091,Actor,CORRECT
136,24,Kevin Hart,Career_error,VisTxtCont,Actor and journalist.,Actor,mis_knowledge2,comedian and actor,0,0,2,"Actor, comedian",55091,Actor,CORRECT
137,25,The Rock,Temporal_error,VisTxtCont,1971,1,mis_knowledge1,1972,0,0,2,1972,236770,1,CORRECT
138,25,The Rock,Temporal_error,VisTxtCont,1973,1,mis_knowledge2,1972,0,0,2,1972,236770,1,CORRECT
139,25,The Rock,Career_error,VisTxtCont,"Chef, author, football player",Chef,mis_knowledge1,"[professional wrestler, actor, and former football player]",0,0,2,"Actor, wrestler",55091,Actor,CORRECT
140,25,The Rock,Career_error,VisTxtCont,"Professional golfer, motivational speaker, former football player.",Professional,mis_knowledge2,"[professional wrestler, actor, and former football player]",0,0,2,"Actor, wrestler",55091,Actor,CORRECT
141,26,Emma Watson,Temporal_error,VisTxtCont,1989,1,mis_knowledge1,1990,0,0,2,1990,236770,1,CORRECT
142,26,Emma Watson,Temporal_error,VisTxtCont,1991,1,mis_knowledge2,1990,0,0,2,1990,236770,1,CORRECT
143,26,Emma Watson,Career_error,VisTxtCont,Novelist and activist,Nov,mis_knowledge1,actress and activist,0,0,2,Actress,218020,Actress,CORRECT
144,26,Emma Watson,Career_error,VisTxtCont,Chef and activist,Chef,mis_knowledge2,actress and activist,0,0,2,Actress,218020,Actress,CORRECT
145,27,Daniel Radcliffe,Temporal_error,VisTxtCont,1988,1,mis_knowledge1,1989,0,0,2,1989,236770,1,CORRECT
146,27,Daniel Radcliffe,Temporal_error,VisTxtCont,1990,1,mis_knowledge2,1989,0,0,2,1989,236770,1,CORRECT
147,27,Daniel Radcliffe,location_error,VisTxtCont,Irish,Irish,mis_knowledge1,British,0,0,2,British.,53485,British,CORRECT
148,27,Daniel Radcliffe,location_error,VisTxtCont,Welsh,Wel,mis_knowledge2,British,0,0,2,British.,53485,British,CORRECT
149,27,Daniel Radcliffe,Career_error,VisTxtCont,Chef,Chef,mis_knowledge1,actor,0,0,2,Actor.,55091,Actor,CORRECT
150,27,Daniel Radcliffe,Career_error,VisTxtCont,Software engineer.,Software,mis_knowledge2,actor,0,0,2,Actor.,55091,Actor,CORRECT
151,28,Selena Gomez,Temporal_error,VisTxtCont,1991,1,mis_knowledge1,1992,0,0,2,1992,236770,1,CORRECT
152,28,Selena Gomez,Temporal_error,VisTxtCont,1993,1,mis_knowledge2,1992,0,0,2,1992,236770,1,CORRECT
153,28,Selena Gomez,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
154,28,Selena Gomez,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
155,28,Selena Gomez,Career_error,VisTxtCont,"Actress, chef, producer.",Actress,mis_knowledge1,"singer, actress, and producer",0,0,2,"Singer, actress",119783,Singer,INCORRECT
156,28,Selena Gomez,Career_error,VisParam_TxtCont,"Singer, producer.",Singer,mis_knowledge2,"singer, actress, and producer",0,0,2,"Singer, actress",119783,Singer,INCORRECT
157,29,Zendaya,Temporal_error,VisTxtCont,1995,1,mis_knowledge1,1996,0,0,2,1996,236770,1,CORRECT
158,29,Zendaya,Temporal_error,VisTxtCont,1997,1,mis_knowledge2,1996,0,0,2,1996,236770,1,CORRECT
159,29,Zendaya,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American,14645,American,CORRECT
160,29,Zendaya,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American,14645,American,CORRECT
161,29,Zendaya,Career_error,VisTxtCont,"Chef, singer, producer.",Chef,mis_knowledge1,"actress, singer, and producer",0,0,2,Actress,218020,Actress,CORRECT
162,29,Zendaya,Career_error,VisTxtParam,"Actress, producer.",Actress,mis_knowledge2,"actress, singer, and producer",0,0,2,Actress,218020,Actress,CORRECT
163,30,Tom Holland,Career_error,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,0,0,2,Actor.,55091,Actor,CORRECT
164,30,Tom Holland,Career_error,VisTxtCont,Software engineer.,Software,mis_knowledge2,actor,0,0,2,Actor.,55091,Actor,CORRECT
165,31,Chris Pratt,location_error,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
166,31,Chris Pratt,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,2,American.,14645,American,CORRECT
167,31,Chris Pratt,Career_error,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,0,0,2,Actor.,55091,Actor,CORRECT
168,31,Chris Pratt,Career_error,VisTxtCont,Software engineer.,Software,mis_knowledge2,actor,0,0,2,Actor.,55091,Actor,CORRECT
169,32,Jennifer Lawrence,Temporal_error,VisTxtCont,1989,1,mis_knowledge1,1990,0,0,2,1990,236770,1,CORRECT
170,32,Jennifer Lawrence,Temporal_error,VisTxtCont,1991,1,mis_knowledge2,1990,0,0,2,1990,236770,1,CORRECT
171,32,Jennifer Lawrence,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,2,American.,14645,American,CORRECT
