ID,Entity,Category,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken
1,Taylor Swift,Temporal_error,VisTxtCont,"
1988",1,mis_knowledge1,1989,0,0,27,1989,16,1
1,Taylor Swift,Temporal_error,VisTxtCont,"
1990",1,mis_knowledge2,1989,0,0,27,1989,16,1
1,Taylor Swift,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
1,Taylor Swift,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
1,Taylor Swift,Career_error,VisCont_TxtParam,"
Novelist.",Nov,mis_knowledge1,singer-songwriter,0,0,27,Singer-songwriter.,50,S
1,Taylor Swift,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge2,singer-songwriter,0,0,27,Singer-songwriter.,50,S
2,Elon Musk,Temporal_error,VisTxtCont,"
1970",1,mis_knowledge1,1971,0,0,27,1971,16,1
2,Elon Musk,Temporal_error,VisTxtCont,"
1972",1,mis_knowledge2,1971,0,0,27,1971,16,1
2,Elon Musk,location_error,VisTxtCont,"
South African-British-American",South,mis_knowledge1,South African-Canadian-American,0,0,27,American.,28418,American
2,Elon Musk,location_error,VisTxtCont,"
Zimbabwean-Canadian-American",Canadian,mis_knowledge2,South African-Canadian-American,0,0,27,American.,28418,American
2,Elon Musk,Career_error,VisTxtCont,"
Professional athlete.",Professional,mis_knowledge1,"business magnate, investor, and engineer",0,0,27,Entrepreneur and inventor.,70588,Entre
2,Elon Musk,Career_error,VisTxtParam,"
Entrepreneur",Entre,mis_knowledge2,"business magnate, investor, and engineer",0,0,27,Entrepreneur and inventor.,70588,Entre
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,"
Professional soccer player.",Professional,mis_knowledge1,professional footballer,0,0,27,Professional footballer.,57513,Professional
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,"
Professional soccer player.",Professional,mis_knowledge2,professional footballer,0,0,27,Professional footballer.,57513,Professional
4,Dwayne Johnson,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
4,Dwayne Johnson,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
4,Dwayne Johnson,Career_error,VisTxtCont,"
Actor, producer, chef.",Actor,mis_knowledge1,"professional wrestler, actor, and producer",0,0,27,Actor and wrestler.,18870,Actor
4,Dwayne Johnson,Career_error,VisTxtParam,"
Actor, wrestler, producer.",Actor,mis_knowledge2,"professional wrestler, actor, and producer",0,0,27,Actor and wrestler.,18870,Actor
5,Kim Kardashian,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
5,Kim Kardashian,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American.,28418,American
5,Kim Kardashian,Career_error,VisParam_TxtCont,"
Socialite.",Social,mis_knowledge1,"media personality, businesswoman, and socialite",0,0,27,Reality TV star.,46164,Reality
5,Kim Kardashian,Career_error,VisParam_TxtCont,"
Socialite.",Social,mis_knowledge2,"media personality, businesswoman, and socialite",0,0,27,Reality TV star.,46164,Reality
6,Kanye West,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
6,Kanye West,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
6,Kanye West,Career_error,VisParam_TxtCont,"
Rapper, producer.",R,mis_knowledge1,"rapper, producer, and fashion designer",0,0,27,Rapper/Designer,49,R
6,Kanye West,Career_error,VisTxtParam,"
Rapper, architect, designer.",R,mis_knowledge2,"rapper, producer, and fashion designer",0,0,27,Rapper/Designer,49,R
7,Barack Obama,location_error,VisTxtParam,"
American",American,mis_knowledge1,[American],0,0,27,American.,28418,American
7,Barack Obama,location_error,VisTxtParam,"
American",American,mis_knowledge2,[American],0,0,27,American.,28418,American
7,Barack Obama,Career_error,VisParam_TxtCont,"
President",President,mis_knowledge1,[politician and former president],0,0,27,President,26137,President
7,Barack Obama,Career_error,VisParam_TxtCont,"
President",President,mis_knowledge2,[politician and former president],0,0,27,President,26137,President
8,Oprah Winfrey,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,0,0,27,American.,28418,American
8,Oprah Winfrey,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
8,Oprah Winfrey,Career_error,VisTxtParam,"
Talk show host",Talk,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",0,0,27,Talk show host.,36210,Talk
8,Oprah Winfrey,Career_error,VisTxtParam,"
Media executive.",Media,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",0,0,27,Talk show host.,36210,Talk
9,Tom Hanks,location_error,VisTxtParam,"
American",American,mis_knowledge1,American,0,0,27,American actor.,28418,American
9,Tom Hanks,location_error,VisTxtParam,"
American",American,mis_knowledge2,American,0,0,27,American actor.,28418,American
9,Tom Hanks,Career_error,VisTxtParam,"
Filmmaker and actor.",Fil,mis_knowledge1,actor and filmmaker,0,0,27,Actor.,18870,Actor
9,Tom Hanks,Career_error,VisTxtParam,"
Filmmaker.",Fil,mis_knowledge2,actor and filmmaker,0,0,27,Actor.,18870,Actor
10,Jennifer Lopez,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,0,0,27,American.,28418,American
10,Jennifer Lopez,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American.,28418,American
10,Jennifer Lopez,Career_error,VisParam_TxtCont,"
Actress, dancer, chef.",Act,mis_knowledge1,"singer, actress, and dancer",0,0,27,Actress and singer.,2414,Act
10,Jennifer Lopez,Career_error,VisTxtParam,"
Singer, actress, dancer.",S,mis_knowledge2,"singer, actress, and dancer",0,0,27,Actress and singer.,2414,Act
11,Justin Bieber,location_error,VisTxtCont,"
American.",American,mis_knowledge1,Canadian,0,0,27,Canadian,59574,Canadian
11,Justin Bieber,location_error,VisTxtParam,"
Canadian",Canadian,mis_knowledge2,Canadian,0,0,27,Canadian,59574,Canadian
11,Justin Bieber,Career_error,VisTxtCont,"
Chef and restaurateur.",Chef,mis_knowledge1,singer and songwriter,0,0,27,Singer-songwriter.,50,S
11,Justin Bieber,Career_error,VisTxtCont,"
Professional athlete.",Professional,mis_knowledge2,singer and songwriter,0,0,27,Singer-songwriter.,50,S
12,Rihanna,Career_error,VisTxtCont,"
Chef, actress, businesswoman.",Chef,mis_knowledge1,"singer, actress, and businesswoman",0,0,27,Singer-songwriter.,50,S
12,Rihanna,Career_error,VisTxtParam,"
Singer, architect, businesswoman.",S,mis_knowledge2,"singer, actress, and businesswoman",0,0,27,Singer-songwriter.,50,S
13,LeBron James,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,0,0,27,American.,28418,American
13,LeBron James,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
13,LeBron James,Career_error,VisParam_TxtCont,"
Professional basketball player.",Professional,mis_knowledge1,professional basketball player,0,0,27,Professional basketball player.,57513,Professional
13,LeBron James,Career_error,VisParam_TxtCont,"
Professional basketball player.",Professional,mis_knowledge2,professional basketball player,0,0,27,Professional basketball player.,57513,Professional
14,Bill Gates,Temporal_error,VisTxtCont,"
1956",1,mis_knowledge1,1955,0,0,27,1955,16,1
14,Bill Gates,Temporal_error,VisTxtCont,"
1954",1,mis_knowledge2,1955,0,0,27,1955,16,1
14,Bill Gates,location_error,VisTxtParam,"
American",American,mis_knowledge1,American,0,0,27,American.,28418,American
14,Bill Gates,location_error,VisTxtParam,"
American",American,mis_knowledge2,American,0,0,27,American.,28418,American
14,Bill Gates,Career_error,VisTxtCont,"
Professional chef.",Professional,mis_knowledge1,"business magnate, software developer, and philanthropist",0,0,27,Software engineer.,19250,Software
14,Bill Gates,Career_error,VisParam_TxtCont,"
Philanthropist.",Phil,mis_knowledge2,"business magnate, software developer, and philanthropist",0,0,27,Software engineer.,19250,Software
15,Jeff Bezos,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,0,0,27,American.,28418,American
15,Jeff Bezos,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
15,Jeff Bezos,Career_error,VisParam_TxtCont,"
Founder of Amazon.",Founder,mis_knowledge1,entrepreneur and founder of Amazon,0,0,27,Entrepreneur.,70588,Entre
15,Jeff Bezos,Career_error,VisTxtParam,"
Founder of Amazon.",Founder,mis_knowledge2,entrepreneur and founder of Amazon,0,0,27,Entrepreneur.,70588,Entre
16,Mark Zuckerberg,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
16,Mark Zuckerberg,location_error,VisTxtParam,"
American",American,mis_knowledge2,American,0,0,27,American.,28418,American
16,Mark Zuckerberg,Career_error,VisTxtCont,"
Professional chef.",Professional,mis_knowledge1,technology entrepreneur and CEO of Meta (formerly Facebook),0,0,27,Entrepreneur.,70588,Entre
16,Mark Zuckerberg,Career_error,VisTxtCont,"
Civil engineer.",Civil,mis_knowledge2,technology entrepreneur and CEO of Meta (formerly Facebook),0,0,27,Entrepreneur.,70588,Entre
17,Ariana Grande,Temporal_error,VisTxtCont,"
1992",1,mis_knowledge1,1993,0,0,27,1996,16,1
17,Ariana Grande,Temporal_error,VisTxtCont,"
1994",1,mis_knowledge2,1993,0,0,27,1996,16,1
17,Ariana Grande,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
17,Ariana Grande,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American.,28418,American
17,Ariana Grande,Career_error,VisTxtCont,"
Chef and actress.",Chef,mis_knowledge1,singer and actress,0,0,27,Singer-songwriter.,50,S
17,Ariana Grande,Career_error,VisTxtCont,"
Singer and architect.",S,mis_knowledge2,singer and actress,0,0,27,Singer-songwriter.,50,S
18,Lady Gaga,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
18,Lady Gaga,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American.,28418,American
18,Lady Gaga,Career_error,VisParam_TxtCont,"
Singer-songwriter.",S,mis_knowledge1,"singer, songwriter, and actress",0,0,27,Singer-songwriter.,50,S
18,Lady Gaga,Career_error,VisTxtParam,"
Singer, architect, actress.",S,mis_knowledge2,"singer, songwriter, and actress",0,0,27,Singer-songwriter.,50,S
19,Chris Hemsworth,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,27,Actor.,18870,Actor
19,Chris Hemsworth,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,27,Actor.,18870,Actor
20,Scarlett Johansson,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
20,Scarlett Johansson,location_error,VisParam_TxtCont,"
American",American,mis_knowledge2,American,0,0,27,American.,28418,American
20,Scarlett Johansson,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge1,actress and singer,0,0,27,Actress.,2414,Act
20,Scarlett Johansson,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress and singer,0,0,27,Actress.,2414,Act
21,Brad Pitt,location_error,VisCont_TxtParam,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American actor.,28418,American
21,Brad Pitt,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,0,0,27,American actor.,28418,American
21,Brad Pitt,Career_error,VisTxtParam,"
Film producer.",Film,mis_knowledge1,actor and film producer,0,0,27,Actor.,18870,Actor
21,Brad Pitt,Career_error,VisTxtParam,"
Film producer.",Film,mis_knowledge2,actor and film producer,0,0,27,Actor.,18870,Actor
22,Johnny Depp,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American actor.,28418,American
22,Johnny Depp,location_error,VisCont_TxtParam,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American actor.,28418,American
22,Johnny Depp,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and musician,0,0,27,Actor.,18870,Actor
22,Johnny Depp,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and musician,0,0,27,Actor.,18870,Actor
23,Will Smith,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
23,Will Smith,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
23,Will Smith,Career_error,VisParam_TxtCont,"
Actor, rapper, producer.",Actor,mis_knowledge1,"actor, rapper, and producer",0,0,27,Actor.,18870,Actor
23,Will Smith,Career_error,VisTxtParam,"
Actor, producer.",Actor,mis_knowledge2,"actor, rapper, and producer",0,0,27,Actor.,18870,Actor
24,Kevin Hart,Temporal_error,VisTxtCont,"
1978",1,mis_knowledge1,1979,0,0,27,1975,16,1
24,Kevin Hart,Temporal_error,VisTxtCont,"
1980",1,mis_knowledge2,1979,0,0,27,1975,16,1
24,Kevin Hart,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
24,Kevin Hart,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
24,Kevin Hart,Career_error,VisParam_TxtCont,"
Actor and comedian.",Actor,mis_knowledge1,comedian and actor,0,0,27,Actor/comedian.,18870,Actor
24,Kevin Hart,Career_error,VisTxtParam,"
Actor and comedian.",Actor,mis_knowledge2,comedian and actor,0,0,27,Actor/comedian.,18870,Actor
25,The Rock,location_error,VisCont_TxtParam,"
Canadian",Canadian,mis_knowledge1,[American],0,0,27,American.,28418,American
25,The Rock,location_error,VisCont_TxtParam,"
Mexican.",Mex,mis_knowledge2,[American],0,0,27,American.,28418,American
25,The Rock,Career_error,VisTxtParam,"
Actor, wrestler.",Actor,mis_knowledge1,"[professional wrestler, actor, and former football player]",0,0,27,Actor/Model.,18870,Actor
25,The Rock,Career_error,VisParam_TxtCont,"
Actor, wrestler, producer.",Actor,mis_knowledge2,"[professional wrestler, actor, and former football player]",0,0,27,Actor/Model.,18870,Actor
26,Emma Watson,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,0,0,27,British,51861,British
26,Emma Watson,location_error,VisTxtCont,"
French.",French,mis_knowledge2,British,0,0,27,British,51861,British
26,Emma Watson,Career_error,VisTxtCont,"
Novelist and activist.",Nov,mis_knowledge1,actress and activist,0,0,27,Actress.,2414,Act
26,Emma Watson,Career_error,VisTxtCont,"
Chef and activist.",Chef,mis_knowledge2,actress and activist,0,0,27,Actress.,2414,Act
27,Daniel Radcliffe,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor,0,0,27,Actor.,18870,Actor
27,Daniel Radcliffe,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,actor,0,0,27,Actor.,18870,Actor
28,Selena Gomez,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,Mexican-American,51565,Mex
28,Selena Gomez,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,Mexican-American,51565,Mex
28,Selena Gomez,Career_error,VisTxtCont,"
Chef, actress, producer.",Chef,mis_knowledge1,"singer, actress, and producer",0,0,27,Singer-songwriter.,50,S
28,Selena Gomez,Career_error,VisTxtParam,"
Singer, architect, producer.",S,mis_knowledge2,"singer, actress, and producer",0,0,27,Singer-songwriter.,50,S
29,Zendaya,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
29,Zendaya,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American.,28418,American
29,Zendaya,Career_error,VisParam_TxtCont,"
Singer, actress, producer.",S,mis_knowledge1,"actress, singer, and producer",0,0,27,Actress.,2414,Act
29,Zendaya,Career_error,VisTxtParam,"
Actress.",Act,mis_knowledge2,"actress, singer, and producer",0,0,27,Actress.,2414,Act
30,Tom Holland,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,0,0,27,British,51861,British
30,Tom Holland,location_error,VisTxtCont,"
French.",French,mis_knowledge2,British,0,0,27,British,51861,British
30,Tom Holland,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor,0,0,27,Actor.,18870,Actor
30,Tom Holland,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,actor,0,0,27,Actor.,18870,Actor
31,Chris Pratt,Temporal_error,VisTxtCont,"
1978",1,mis_knowledge1,1979,0,0,27,1979,16,1
31,Chris Pratt,Temporal_error,VisTxtCont,"
1980",1,mis_knowledge2,1979,0,0,27,1979,16,1
31,Chris Pratt,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
31,Chris Pratt,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American.,28418,American
31,Chris Pratt,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor,0,0,27,Actor.,18870,Actor
31,Chris Pratt,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,actor,0,0,27,Actor.,18870,Actor
32,Jennifer Lawrence,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
32,Jennifer Lawrence,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge2,American,0,0,27,American.,28418,American
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,actress,0,0,27,Actress.,2414,Act
32,Jennifer Lawrence,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,0,0,27,Actress.,2414,Act
33,Gal Gadot,Career_error,VisParam_TxtCont,"
Model and actress.",Model,mis_knowledge1,actress and model,0,0,27,Actress.,2414,Act
33,Gal Gadot,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress and model,0,0,27,Actress.,2414,Act
34,Henry Cavill,location_error,VisTxtCont,"
Irish actor.",Ir,mis_knowledge1,British,0,0,27,British,51861,British
34,Henry Cavill,location_error,VisTxtCont,"
French.",French,mis_knowledge2,British,0,0,27,British,51861,British
34,Henry Cavill,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,actor,0,0,27,Actor.,18870,Actor
34,Henry Cavill,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,27,Actor.,18870,Actor
35,Benedict Cumberbatch,Temporal_error,VisTxtCont,"
1975.",1,mis_knowledge1,1976,0,0,27,1980,16,1
35,Benedict Cumberbatch,Temporal_error,VisTxtCont,"
1977",1,mis_knowledge2,1976,0,0,27,1980,16,1
35,Benedict Cumberbatch,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,0,0,27,British actor.,51861,British
35,Benedict Cumberbatch,location_error,VisTxtCont,"
Scottish.",Scott,mis_knowledge2,British,0,0,27,British actor.,51861,British
35,Benedict Cumberbatch,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,27,Actor.,18870,Actor
35,Benedict Cumberbatch,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,27,Actor.,18870,Actor
36,Keanu Reeves,Temporal_error,VisTxtCont,"
1965.",1,mis_knowledge1,1964,0,0,27,1964,16,1
36,Keanu Reeves,Temporal_error,VisTxtCont,"
1963.",1,mis_knowledge2,1964,0,0,27,1964,16,1
36,Keanu Reeves,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,27,Actor.,18870,Actor
36,Keanu Reeves,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,27,Actor.,18870,Actor
37,Ryan Reynolds,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge1,actor and producer,0,0,27,Actor.,18870,Actor
37,Ryan Reynolds,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge2,actor and producer,0,0,27,Actor.,18870,Actor
38,Hugh Jackman,Career_error,VisTxtParam,"
Actor, singer, producer.",Actor,mis_knowledge1,"actor, singer, and producer",0,0,27,Actor.,18870,Actor
38,Hugh Jackman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,"actor, singer, and producer",0,0,27,Actor.,18870,Actor
39,Priyanka Chopra,location_error,VisTxtCont,"
Pakistani.",P,mis_knowledge1,Indian,0,0,27,Indian-American.,47564,Indian
39,Priyanka Chopra,location_error,VisTxtCont,"
Bangladeshi.",Bang,mis_knowledge2,Indian,0,0,27,Indian-American.,47564,Indian
39,Priyanka Chopra,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,"actress, producer, and former Miss World",0,0,27,Actress.,2414,Act
39,Priyanka Chopra,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,"actress, producer, and former Miss World",0,0,27,Actress.,2414,Act
40,Nicki Minaj,Career_error,VisTxtParam,"
Singer-songwriter.",S,mis_knowledge1,"rapper, singer, and songwriter",0,0,27,Singer.,50,S
40,Nicki Minaj,Career_error,VisTxtParam,"
Rapper",R,mis_knowledge2,"rapper, singer, and songwriter",0,0,27,Singer.,50,S
41,Cardi B,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
41,Cardi B,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American.,28418,American
41,Cardi B,Career_error,VisParam_TxtCont,"
Rapper",R,mis_knowledge1,rapper and singer,0,0,27,Rapper/Entertainer,49,R
41,Cardi B,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,rapper and singer,0,0,27,Rapper/Entertainer,49,R
43,Ed Sheeran,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,0,0,27,British,51861,British
43,Ed Sheeran,location_error,VisTxtCont,"
Scottish.",Scott,mis_knowledge2,British,0,0,27,British,51861,British
43,Ed Sheeran,Career_error,VisTxtCont,"
Professional footballer.",Professional,mis_knowledge1,singer-songwriter,0,0,27,Singer-songwriter.,50,S
43,Ed Sheeran,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,singer-songwriter,0,0,27,Singer-songwriter.,50,S
44,Bruno Mars,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,0,0,27,American.,28418,American
44,Bruno Mars,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,0,0,27,American.,28418,American
44,Bruno Mars,Career_error,VisParam_TxtCont,"
Singer-songwriter.",S,mis_knowledge1,"singer, songwriter, and record producer",0,0,27,Musician.,24128,Music
44,Bruno Mars,Career_error,VisTxtParam,"
Singer, architect, producer.",S,mis_knowledge2,"singer, songwriter, and record producer",0,0,27,Musician.,24128,Music
45,Adele,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,0,0,27,British,51861,British
45,Adele,location_error,VisTxtCont,"
Scottish.",Scott,mis_knowledge2,British,0,0,27,British,51861,British
45,Adele,Career_error,VisParam_TxtCont,"
Singer-songwriter.",S,mis_knowledge1,singer-songwriter,0,0,27,Singer-songwriter.,50,S
45,Adele,Career_error,VisParam_TxtCont,"
Singer-songwriter.",S,mis_knowledge2,singer-songwriter,0,0,27,Singer-songwriter.,50,S
46,Harry Styles,Temporal_error,VisTxtCont,"
1995",1,mis_knowledge1,1994,0,0,27,1993,16,1
46,Harry Styles,Temporal_error,VisTxtCont,"
1993",1,mis_knowledge2,1994,0,0,27,1993,16,1
46,Harry Styles,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,0,0,27,British,51861,British
46,Harry Styles,location_error,VisTxtCont,"
Welsh.",Wel,mis_knowledge2,British,0,0,27,British,51861,British
46,Harry Styles,Career_error,VisParam_TxtCont,"
Actor, singer, songwriter.",Actor,mis_knowledge1,"singer, songwriter, and actor",0,0,27,Actor/Singer.,18870,Actor
46,Harry Styles,Career_error,VisCont_TxtParam,"
Singer, actor, architect.",S,mis_knowledge2,"singer, songwriter, and actor",0,0,27,Actor/Singer.,18870,Actor
47,Shawn Mendes,location_error,VisTxtCont,"
American.",American,mis_knowledge1,Canadian,0,0,27,Canadian.,59574,Canadian
47,Shawn Mendes,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,Canadian,0,0,27,Canadian.,59574,Canadian
